Colonizer,Colony,Latitude_Colony,Longitude_Colony,Latitude_Colonizer,Longitude_Colonizer,Language_Colony,Family_Colony,Language_Colonizer,Family_Colonizer
Australia*,Papua New Guinea,-6.314993,143.95555,-25.274398,133.775136,tok pisin, Creole,english, Indo-European
Australia*,Papua New Guinea,-6.314993,143.95555,-25.274398,133.775136,english, Indo-European,english, Indo-European
Australia*,Nauru,-0.522778,166.931503,-25.274398,133.775136,nauruan, Austronesian,english, Indo-European
New Zealand*,Nauru,-0.522778,166.931503,-40.900557,174.885971,nauruan, Austronesian,english, Indo-European
New Zealand*,Niue*,-19.054445,-169.867233,-40.900557,174.885971,niue, Austronesian ,english, Indo-European
New Zealand*,Samoa,-13.759029,-172.104629,-40.900557,174.885971,samoan, Austronesian,english, Indo-European
Japan,United States of America*,37.09024,-95.712891,36.204824,138.252924,english, Indo-European,japanese, Japonic 
Japan,Russian Federation,61.52401,105.318756,36.204824,138.252924,russian, Indo-European,japanese, Japonic 
Japan,China*,35.86166,104.195397,36.204824,138.252924,mandarin, Sino-Tibetan,japanese, Japonic 
Thailand,Lao People's Democratic Republic,19.85627,102.495496,15.870032,100.992541,lao, Kra-Dai ,thai, Kra-Dai 
Thailand,Cambodia,12.565679,104.990963,15.870032,100.992541,khmer, Austro-Asiatic,thai, Kra-Dai 
Thailand,Malaysia*,4.210484,101.975766,15.870032,100.992541,malay, Austronesian,thai, Kra-Dai 
China*,Viet Nam,14.058324,108.277199,35.86166,104.195397,vietnamese, Austro-Asiatic,mandarin, Sino-Tibetan
Myanmar,Thailand,15.870032,100.992541,21.913965,95.956223,thai, Kra-Dai ,burmese, Sino-Tibetan
Myanmar,Lao People's Democratic Republic,19.85627,102.495496,21.913965,95.956223,lao, Kra-Dai ,burmese, Sino-Tibetan
Myanmar,Cambodia,12.565679,104.990963,21.913965,95.956223,khmer, Austro-Asiatic,burmese, Sino-Tibetan
Myanmar,India,20.593684,78.96288,21.913965,95.956223,hindi, Indo-European ,burmese, Sino-Tibetan
Indonesia,Timor-Leste,-8.874217,125.727539,-0.789275,113.921327,tetun, Austronesian,indonesian, Austronesian
United States of America*,China*,35.86166,104.195397,37.09024,-95.712891,mandarin, Sino-Tibetan,english, Indo-European
United States of America*,Cuba,21.521757,-77.781167,37.09024,-95.712891,spanish, Indo-European,english, Indo-European
United States of America*,Haiti,18.971187,-72.285215,37.09024,-95.712891,french, Indo-European,english, Indo-European
United States of America*,Haiti,18.971187,-72.285215,37.09024,-95.712891,creole, Creole,english, Indo-European
United States of America*,Liberia,6.428055,-9.429499,37.09024,-95.712891,english, Indo-European,english, Indo-European
United States of America*,Mexico,23.634501,-102.552784,37.09024,-95.712891,spanish, Indo-European,english, Indo-European
United States of America*,Nicaragua,12.865416,-85.207229,37.09024,-95.712891,spanish, Indo-European,english, Indo-European
United States of America*,Panama,8.537981,-80.782127,37.09024,-95.712891,spanish, Indo-European,english, Indo-European
Mexico,United States of America*,37.09024,-95.712891,23.634501,-102.552784,english, Indo-European,spanish, Indo-European
Mexico,Philippines,12.879721,121.774017,23.634501,-102.552784,tagalog, Austronesian ,spanish, Indo-European
Guatemala,Belize,17.189877,-88.49765,15.783471,-90.230759,english, Indo-European,spanish, Indo-European
Guatemala,Belize,17.189877,-88.49765,15.783471,-90.230759,spanish, Indo-European,spanish, Indo-European
Guatemala,Mexico,23.634501,-102.552784,15.783471,-90.230759,spanish, Indo-European,spanish, Indo-European
Paraguay,Brazil,-14.235004,-51.92528,-23.442503,-58.443832,portuguese, Indo-European,spanish, Indo-European
Paraguay,Brazil,-14.235004,-51.92528,-23.442503,-58.443832,portuguese, Indo-European,guarani, Tupian
Brazil,Uruguay,-32.522779,-55.765835,-14.235004,-51.92528,spanish, Indo-European,portuguese, Indo-European
Brazil,Cabo Verde,16.002082,-24.013197,-14.235004,-51.92528,portuguese, Indo-European,portuguese, Indo-European
Brazil,Angola,-11.202692,17.873887,-14.235004,-51.92528,portuguese, Indo-European,portuguese, Indo-European
Brazil,Mozambique,-18.665695,35.529562,-14.235004,-51.92528,makhuwa, Niger-Congo,portuguese, Indo-European
Ethiopia,Eritrea,15.179384,39.782334,9.145,40.489673,arabic, Afro-Asiatic,amharic, Afro-Asiatic
Ethiopia,Yemen,15.552727,48.516388,9.145,40.489673,arabic, Afro-Asiatic,amharic, Afro-Asiatic
South Africa,Namibia,-22.95764,18.49041,-30.559482,22.937506,english, Indo-European,zulu, Niger-Congo
Morocco,Western Sahara,24.215527,-12.885834,31.791702,-7.09262,arabic, Afro-Asiatic,arabic, Afro-Asiatic
Egypt,Israel,31.046051,34.851612,26.820553,30.802498,hebrew, Afro-Asiatic ,arabic, Afro-Asiatic
Egypt,Israel,31.046051,34.851612,26.820553,30.802498,hebrew, Afro-Asiatic ,english, Indo-European
Egypt,Sudan,12.862807,30.217636,26.820553,30.802498,arabic, Afro-Asiatic,arabic, Afro-Asiatic
Egypt,Sudan,12.862807,30.217636,26.820553,30.802498,arabic, Afro-Asiatic,english, Indo-European
Egypt,Sudan,12.862807,30.217636,26.820553,30.802498,english, Indo-European,arabic, Afro-Asiatic
Egypt,Sudan,12.862807,30.217636,26.820553,30.802498,english, Indo-European,english, Indo-European
Turkey,Indonesia,-0.789275,113.921327,38.963745,35.243322,indonesian, Austronesian,turkish, Turkic
Turkey,Maldives,3.202778,73.22068,38.963745,35.243322,dhivehi, Indo-European,turkish, Turkic
Turkey,Maldives,3.202778,73.22068,38.963745,35.243322,english, Indo-European,turkish, Turkic
Turkey,Saudi Arabia,23.885942,45.079162,38.963745,35.243322,arabic, Afro-Asiatic,turkish, Turkic
Turkey,Serbia*,44.016521,21.005859,38.963745,35.243322,serbian, Indo-European,turkish, Turkic
Turkey,Bulgaria,42.733883,25.48583,38.963745,35.243322,bulgarian, Indo-European,turkish, Turkic
Turkey,Bosnia and Herzegovina,43.915886,17.679076,38.963745,35.243322,bosnian, Indo-European,turkish, Turkic
Turkey,Bosnia and Herzegovina,43.915886,17.679076,38.963745,35.243322,serbian, Indo-European,turkish, Turkic
Turkey,Albania,41.153332,20.168331,38.963745,35.243322,albanian, Indo-European,turkish, Turkic
Turkey,Hungary,47.162494,19.503304,38.963745,35.243322,hungarian, Uralic,turkish, Turkic
Turkey,Hungary,47.162494,19.503304,38.963745,35.243322,english, Indo-European,turkish, Turkic
Turkey,Greece,39.074208,21.824312,38.963745,35.243322,greek, Indo-European,turkish, Turkic
